STATION,NAME,DATE,AWND,DAPR,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WSF2,WSF5
US1IASR0029,"AMES 2.5 W, IA US",11/21/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",11/22/13,,,,,0.24,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",11/23/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",11/24/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",11/25/13,,,,,0.05,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",11/26/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",11/27/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",11/28/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",11/29/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",11/30/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/1/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/2/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/3/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/4/13,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/5/13,,,,,0.05,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/6/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/7/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/8/13,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/9/13,,,,,0.12,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/10/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/11/13,,,,,0.09,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/12/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/13/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/14/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/15/13,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/16/13,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/17/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/18/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/19/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/20/13,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/21/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/22/13,,,,,0.36,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/23/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/24/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/25/13,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/26/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/27/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",12/28/13,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/1/14,,,,,0.06,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/2/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/3/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/6/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/7/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/8/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/9/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/10/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/11/14,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/13/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/14/14,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/17/14,,,,,0.05,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/18/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/19/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/20/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/21/14,,,,,0.05,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/22/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/23/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/24/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/25/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/26/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/27/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/28/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/29/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/30/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",1/31/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/1/14,,,,,0.12,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/3/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/4/14,,,,,0.09,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/5/14,,,,,0.29,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/6/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/7/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/9/14,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/10/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/11/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/12/14,,,,,0.11,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/13/14,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/14/14,,,,,0.15,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/15/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/16/14,,,,,0.2,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/17/14,,,,,0.21,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/18/14,,,,,0.1,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/19/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/20/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/21/14,,,,,0.71,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/22/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/23/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/24/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/25/14,,,,,0.1,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/26/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/27/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",2/28/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/1/14,,,,,0.23,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/2/14,,,,,0.26,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/3/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/4/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/5/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/6/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/7/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/8/14,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/9/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/10/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/11/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/12/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/13/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/14/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/15/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/16/14,,,,,0.07,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/17/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/18/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/19/14,,,,,0.06,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/20/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/21/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/22/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/23/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/24/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/25/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/26/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/28/14,,,,,0.52,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/29/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/30/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",3/31/14,,,,,0.06,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/1/14,,,,,0.06,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/3/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/4/14,,,,,0.31,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/5/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/6/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/7/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/8/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/9/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/10/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/11/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/12/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/13/14,,,,,0.24,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/14/14,,,,,2.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/15/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/16/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/17/14,,,,,0.03,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/18/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/19/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/20/14,,,,,0.2,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/21/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/22/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/23/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/24/14,,,,,0.37,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/25/14,,,,,0.03,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/26/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/28/14,,,,,2.26,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/29/14,,,,,0.64,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",4/30/14,,,,,0.15,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/1/14,,,,,0.44,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/2/14,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/3/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/5/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/6/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/7/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/8/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/9/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/10/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/11/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/12/14,,,,,1.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/25/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/26/14,,,,,0.08,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/27/14,,,,,0.27,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/28/14,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/29/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/30/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",5/31/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/1/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/2/14,,,,,0.51,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/3/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/4/14,,,,,0.97,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/5/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/6/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/7/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/8/14,,,,,0.66,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/9/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/10/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/11/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/12/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/13/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/16/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/17/14,,,,,1.57,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/18/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/20/14,,,,,1.58,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/21/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/22/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/23/14,,,,,0.59,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/24/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/25/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/26/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/27/14,,,,,2.39,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/29/14,,,,,0.64,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",6/30/14,,,,,0.21,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/1/14,,,,,1.43,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/2/14,,,,,0.13,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/3/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/4/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/5/14,,,,,0.81,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/6/14,,,,,0.21,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/7/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/8/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/9/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/10/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/12/14,,,,,1.24,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/13/14,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/14/14,,,,,0.34,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/15/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/16/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/17/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/18/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/29/14,,,,,0.02,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/30/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",7/31/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/1/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/2/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/4/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/5/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/6/14,,,,,0.59,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/7/14,,,,,0.55,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/11/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/12/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/13/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/14/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/15/14,,,,,0,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/16/14,,,,,0.37,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/17/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/18/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/20/14,,,,,0.04,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/21/14,,,,,0.26,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/22/14,,,,,0.25,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/24/14,,,,,0.13,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/25/14,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/26/14,,,,,1.48,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/27/14,,,,,0.01,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/28/14,,,,,0.21,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/29/14,,,,,2.04,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/30/14,,,,,0.06,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",8/31/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",9/1/14,,,,,2.09,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",9/2/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",9/3/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",9/4/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",9/5/14,,,,,0.74,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",9/6/14,,,,,0.07,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",9/7/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",9/8/14,,,,,0,0,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",9/9/14,,,,,0.09,,,,,,,,,,
US1IASR0029,"AMES 2.5 W, IA US",9/10/14,,,,,1.47,,,,,,,,,,
